LocalId;GlobalId;Age;Gender;Region;CityCode;TotalSpent;TotalPur;FirstPur;LastPur;NovelPur;ChildPur;YouthPur;CookPur;DiyPur;RefPur;ArtPur;GeogPur;ProvCook;ProvAtlas;ProvArt;RelPur;ProvPur
877;7324;58;0;NE;E;310;4;17/03/2013;10;2;0;0;0;1;0;0;0;0;0;0;0;No
878;7326;53;0;NE;S;233;2;26/09/2012;16;0;1;1;0;0;0;0;0;0;0;0;0;No
879;7329;38;1;SW;O;292;5;03/07/2012;16;3;0;0;2;0;0;0;0;0;0;0;0;No
880;7331;51;1;SE;R;121;2;05/09/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
881;7332;30;0;SE;R;246;4;04/05/2012;22;2;0;1;1;0;0;0;0;0;0;0;0;No
882;7333;31;0;NE;K;233;3;02/09/2013;2;1;0;0;0;0;0;0;0;0;0;0;0;No
883;7375;34;0;SW;G;330;11;25/01/2008;34;3;2;1;2;0;0;2;1;0;0;0;3;No
884;7378;46;1;SW;H;292;3;03/07/2012;14;1;0;1;0;1;0;0;0;0;0;0;0;No
885;7381;NA;1;NE;F;239;4;09/01/2013;16;3;0;0;1;0;0;0;0;0;0;0;0;No
886;7392;18;1;SE;C;145;4;27/01/2013;8;1;0;0;0;0;0;1;0;0;0;0;1;No
887;7393;40;1;SW;H;176;4;21/11/2012;10;2;1;0;0;0;0;0;0;0;0;0;0;No
888;7408;43;0;NE;Q;264;2;02/03/2014;2;1;0;0;0;0;0;0;0;0;0;0;0;No
889;7415;29;0;NE;E;139;11;11/09/2010;2;2;2;0;1;1;0;0;0;0;0;0;0;No
890;7437;61;0;NE;K;239;5;15/03/2013;12;3;0;1;0;0;0;0;0;0;0;0;0;No
891;7440;12;0;SE;A;136;2;23/05/2013;8;0;0;0;0;0;0;0;0;0;0;0;0;No
892;7441;55;0;NE;J;29;1;16/07/2013;10;0;0;0;0;0;0;0;0;0;0;0;0;No
893;7448;62;1;SE;C;294;8;17/01/2012;12;4;0;0;2;0;0;0;1;0;0;0;1;No
894;7455;52;0;SW;H;233;5;03/11/2012;16;3;0;0;0;1;0;0;1;0;0;0;1;No
895;7462;60;0;SE;A;208;14;28/07/2009;10;4;2;1;2;1;0;1;2;0;0;0;3;No
896;7468;23;1;SE;B;228;3;22/01/2013;16;2;0;0;0;0;0;1;0;0;0;0;1;No
897;7473;52;1;SW;H;69;6;17/03/2011;32;4;0;0;0;0;1;1;0;0;0;0;1;No
898;7474;28;0;NE;F;332;13;20/05/2011;4;2;0;0;1;2;1;1;2;0;0;0;3;No
899;7483;52;0;SE;R;251;2;07/09/2012;14;0;0;2;0;0;0;0;0;0;0;0;0;No
900;7493;67;1;NE;Q;244;16;02/07/2009;14;6;1;2;6;0;0;0;1;0;0;0;1;No
901;7499;NA;0;SE;C;19;3;06/11/2013;6;2;0;0;0;0;0;0;0;0;0;0;0;No
902;7533;47;0;SW;P;276;15;12/03/2010;22;5;0;1;3;0;2;2;2;0;0;0;4;No
903;7545;51;0;SW;H;17;5;26/01/2013;16;4;0;0;1;0;0;0;0;0;0;0;0;No
904;7556;29;1;SW;M;26;3;04/03/2013;14;2;0;0;1;0;0;0;0;0;0;0;0;No
905;7559;58;0;NE;J;207;5;10/01/2013;16;4;0;0;1;0;0;0;0;0;0;0;0;No
906;7563;57;0;NE;F;275;8;20/09/2011;16;4;1;1;0;0;0;2;0;0;0;0;2;No
907;7575;59;0;NE;NA;302;15;06/01/2011;6;3;1;1;2;0;0;1;2;0;0;0;3;No
908;7577;45;0;SW;H;85;4;27/03/2013;14;3;0;0;0;0;0;1;0;0;0;0;1;No
909;7583;40;0;NE;Q;77;3;04/03/2013;10;1;1;0;0;0;0;0;0;0;0;0;0;No
910;7586;63;0;SW;G;100;3;10/01/2014;4;2;0;0;0;0;0;0;0;0;0;0;0;No
911;7588;52;0;SW;P;300;4;02/11/2012;10;1;1;0;0;0;0;0;1;0;0;0;1;No
912;7601;28;1;NW;L;244;3;11/05/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
913;7612;NA;1;NE;I;277;3;04/03/2013;14;2;0;0;0;0;1;0;0;0;0;0;0;No
914;7614;53;0;SE;R;151;2;19/01/2014;4;1;0;0;0;0;0;0;0;0;0;0;0;No
915;7615;30;0;SW;P;302;16;04/05/2008;12;5;1;1;2;3;1;1;1;1;0;0;3;No
916;7635;30;0;NE;J;284;2;27/03/2014;2;1;0;0;0;0;0;0;0;0;0;0;0;No
917;7636;29;0;SW;N;199;13;14/03/2009;10;4;0;2;3;1;1;0;1;0;0;0;1;No
918;7653;35;0;SE;A;60;6;14/01/2011;32;4;0;0;0;0;1;0;1;0;0;0;1;No
919;7661;33;1;NE;D;171;3;25/09/2013;2;1;0;0;0;0;0;0;0;0;0;0;0;No
920;7662;19;1;NE;E;305;4;27/07/2013;2;2;0;0;0;0;0;0;0;0;0;0;0;No
921;7666;NA;0;NW;L;400;12;19/09/2009;14;3;1;0;2;2;0;2;2;1;0;0;5;No
922;7679;56;1;NE;Q;229;3;14/07/2012;16;1;0;0;0;0;1;1;0;0;0;0;1;Yes
923;7680;42;1;NE;I;280;3;20/05/2012;24;2;0;1;0;0;0;0;0;0;0;0;0;No
924;7699;56;0;NE;K;319;9;20/09/2011;16;4;0;1;1;0;0;1;2;0;0;0;3;Yes
925;7707;61;0;SW;N;292;3;07/05/2013;12;2;0;0;0;0;0;0;0;0;0;0;0;No
926;7708;52;1;SW;M;451;16;20/09/2007;14;5;1;2;5;0;0;1;2;0;0;0;3;No
927;7713;43;0;NE;J;129;7;21/09/2012;14;5;0;2;0;0;0;0;0;0;0;0;0;No
928;7714;63;0;SW;H;238;13;22/01/2011;2;3;0;0;3;1;1;0;2;0;0;0;2;No
929;7721;50;1;SW;P;42;3;03/07/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;Yes
930;7726;30;1;NE;J;151;4;08/07/2012;16;2;0;0;1;0;1;0;0;0;0;0;0;No
931;7730;22;0;SW;N;67;3;12/05/2011;30;1;0;0;0;1;0;1;0;0;0;1;2;No
932;7733;58;0;SW;O;158;2;23/09/2013;2;0;0;0;0;0;0;0;0;0;0;0;0;No
933;7739;41;1;SW;N;173;3;16/07/2012;6;0;0;0;0;1;0;0;1;0;0;0;1;No
934;7740;67;0;SE;B;259;2;09/09/2013;4;0;0;0;0;0;0;0;0;0;0;0;0;No
935;7742;20;0;NE;K;335;6;04/03/2012;4;2;0;1;0;0;0;1;1;0;0;0;2;No
936;7745;49;0;SE;A;41;3;21/09/2012;18;1;0;1;0;0;0;1;0;0;0;0;1;No
937;7746;38;0;SE;C;84;3;21/05/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
938;7760;35;0;SE;R;279;1;23/05/2013;12;0;0;0;0;0;0;0;0;0;0;0;0;No
939;7761;71;0;NE;Q;368;12;09/11/2010;6;3;1;2;1;0;1;0;1;0;0;0;1;Yes
940;7766;69;0;NE;E;242;6;17/11/2010;34;3;2;0;0;0;0;0;1;0;0;0;1;No
941;7771;54;0;SW;G;18;2;25/05/2012;24;1;0;0;0;0;1;0;0;0;0;0;0;No
942;7776;46;0;NE;Q;400;19;20/03/2009;2;7;2;1;2;0;1;1;4;0;0;0;5;No
943;7780;61;1;NE;Q;400;11;28/09/2011;10;4;0;0;1;1;0;1;3;1;0;1;6;Yes
944;7784;70;1;SW;N;215;7;02/01/2013;2;1;0;0;1;0;0;0;0;0;0;0;0;Yes
945;7806;13;0;SW;P;214;5;26/09/2012;6;2;0;0;1;0;0;0;0;0;0;0;0;No
946;7810;34;0;NE;Q;250;2;08/05/2013;4;0;0;0;0;0;0;0;0;0;0;0;0;No
947;7817;67;0;NW;L;66;2;07/11/2013;2;0;0;0;0;0;0;0;0;0;0;0;0;No
948;7821;61;0;SE;B;70;7;07/07/2012;8;3;1;0;0;2;0;0;0;0;0;0;0;No
949;7824;52;1;SE;A;138;4;04/05/2011;34;2;1;0;0;0;1;0;0;0;0;0;0;No
950;7836;59;1;NE;I;33;2;08/09/2013;4;0;0;0;0;0;0;0;0;0;0;0;0;No
951;7857;23;0;NE;Q;246;11;19/09/2010;12;2;1;1;2;1;0;1;2;1;0;1;5;Yes
952;7859;59;0;SW;G;351;13;21/09/2010;2;5;1;0;2;0;1;0;1;0;0;0;1;No
953;7865;33;0;SW;P;198;8;19/07/2011;12;2;2;0;1;1;0;0;1;0;0;0;1;No
954;7874;54;0;NE;D;69;3;08/07/2012;22;2;1;0;0;0;0;0;0;0;0;0;0;No
955;7884;41;1;SW;NA;414;12;26/05/2012;2;3;1;0;0;0;1;1;1;0;0;0;2;Yes
956;7899;40;0;SE;B;67;4;01/03/2013;14;3;0;0;0;0;0;1;0;0;0;0;1;No
957;7907;13;1;NE;I;78;2;15/01/2014;4;1;0;0;0;0;0;0;0;0;0;0;0;No
958;7914;24;1;NE;F;279;10;21/09/2010;20;4;0;1;0;0;2;1;2;0;1;1;5;Yes
959;7921;28;0;NE;S;190;7;21/11/2010;6;1;0;1;0;0;0;0;1;0;0;0;1;No
960;7933;18;0;SW;H;248;2;10/01/2012;28;1;1;0;0;0;0;0;0;0;0;0;0;No
961;7940;59;1;NE;F;425;15;02/01/2009;12;5;1;0;3;1;2;1;1;2;1;1;6;No
962;7942;16;0;NE;E;84;3;01/05/2012;24;2;0;0;0;1;0;0;0;0;0;0;0;No
963;7943;61;0;SW;N;302;1;25/03/2014;2;0;0;0;0;0;0;0;0;0;0;0;0;Yes
964;7949;58;0;SE;A;347;7;28/03/2013;4;3;0;0;0;1;0;0;0;0;0;0;0;No
965;7953;29;1;SE;A;225;4;25/07/2011;14;0;0;1;1;1;0;1;0;0;0;0;1;No
966;7958;58;1;NE;E;271;9;09/07/2011;2;3;1;0;1;1;1;0;0;0;0;0;0;No
967;7960;61;0;SE;B;128;3;01/11/2011;30;2;1;0;0;0;0;0;0;0;0;0;0;No
968;7971;48;0;NE;K;182;7;20/11/2010;16;2;2;0;0;0;1;1;1;0;0;0;2;No
969;7973;60;0;NE;J;299;9;26/03/2011;12;2;1;2;1;0;1;0;0;0;0;0;0;No
970;7981;47;0;SW;H;277;16;03/09/2008;14;5;1;1;1;1;2;0;4;0;0;0;4;No
971;7992;12;0;NE;S;197;16;03/05/2009;16;4;3;2;1;0;2;1;3;0;2;0;6;No
972;8001;68;0;SE;R;167;7;22/05/2012;14;4;0;1;1;0;1;0;0;1;0;0;1;No
973;8005;47;0;NE;E;231;5;18/03/2013;12;3;0;0;1;0;0;0;0;0;0;0;0;No
974;8008;58;1;NE;K;322;6;13/05/2011;24;3;0;0;1;0;0;0;2;0;0;0;2;No
975;8016;19;1;NE;F;196;3;27/07/2012;18;1;0;0;1;0;0;1;0;0;0;1;2;No
976;8019;48;0;SW;N;136;3;04/05/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;Yes
977;8022;60;0;NE;E;197;2;16/03/2014;2;1;0;0;0;0;0;0;0;0;0;0;0;No
978;8026;56;0;NE;Q;252;8;12/05/2009;32;3;2;1;0;0;0;0;2;0;0;0;2;No
979;8032;41;1;SE;R;269;2;07/01/2013;16;1;1;0;0;0;0;0;0;0;0;0;0;No
980;8048;NA;0;NE;NA;120;5;26/09/2012;2;2;1;0;0;0;0;0;0;0;0;0;0;No
981;8060;17;1;NE;J;230;4;25/03/2013;14;3;0;0;1;0;0;0;0;0;0;0;0;No
982;8076;41;0;NE;S;36;3;21/03/2013;8;1;0;0;1;0;0;0;0;0;0;0;0;No
983;8090;36;1;SE;R;180;2;12/05/2013;8;0;0;0;0;0;0;0;0;0;0;0;0;No
984;8095;58;1;NE;I;223;5;23/09/2010;22;1;1;0;1;1;1;0;0;1;1;0;2;No
985;8097;62;0;SW;N;251;16;01/07/2007;16;4;3;0;3;3;1;0;2;0;0;0;2;No
986;8099;22;1;SW;H;272;13;02/05/2009;10;4;1;2;2;0;0;0;3;0;0;0;3;No
987;8106;62;0;SE;R;314;1;10/07/2013;10;0;0;0;0;0;0;0;0;0;0;0;0;No
988;8123;18;0;NE;F;226;2;05/01/2012;28;1;0;0;1;0;0;0;0;0;0;0;0;No
989;8142;53;0;NE;F;158;9;04/03/2011;14;4;1;0;1;1;0;2;0;1;0;1;4;No
990;8152;46;1;NE;F;107;3;23/11/2011;30;2;0;0;1;0;0;0;0;0;0;0;0;No
991;8159;50;1;SW;O;108;8;22/11/2010;14;3;2;0;1;1;0;1;0;0;0;0;1;No
992;8167;40;0;NE;J;69;3;23/09/2012;20;2;0;0;1;0;0;0;0;0;0;0;0;No
993;8177;64;1;NE;J;209;2;11/09/2013;4;0;0;0;0;0;0;0;0;0;0;0;0;No
994;8199;48;0;NE;Q;226;4;04/09/2013;4;2;0;0;0;0;0;0;0;0;0;0;0;Yes
995;8201;52;0;SW;G;37;3;05/09/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
996;8234;66;1;NW;L;305;2;13/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
997;8235;29;0;NE;E;226;10;12/07/2009;32;3;2;1;0;1;0;2;1;0;0;1;4;No
998;8242;45;1;NE;E;178;10;05/03/2011;14;3;0;1;2;2;0;0;2;0;0;0;2;No
999;8245;64;1;NE;J;303;5;23/01/2013;10;3;1;0;0;0;0;0;0;0;0;0;0;No
1000;8251;63;0;SE;C;135;6;05/07/2011;32;4;1;0;0;0;0;0;1;0;0;0;1;No
1001;8254;12;1;SE;B;238;2;20/05/2013;8;0;0;0;0;0;0;0;0;0;0;0;0;No
1002;8275;37;0;SE;C;231;13;04/09/2010;6;3;1;0;2;2;0;2;1;1;0;0;4;Yes
1003;8290;38;1;SE;A;131;3;17/03/2013;14;2;0;0;0;0;1;0;0;0;0;0;0;No
1004;8291;80;0;NE;E;217;15;05/07/2007;16;4;3;0;3;3;1;1;0;0;0;0;1;No
1005;8294;NA;0;SW;H;303;4;22/09/2012;12;2;1;0;0;0;0;0;0;0;0;0;0;No
1006;8303;59;0;SE;R;42;3;28/03/2013;14;2;0;0;1;0;0;0;0;0;0;0;0;No
1007;8324;67;0;SE;A;382;16;18/11/2011;2;5;2;0;3;1;0;0;1;1;0;0;2;No
1008;8339;59;1;NW;L;301;3;17/11/2013;4;1;0;0;0;0;0;0;0;0;0;0;0;No
1009;8345;28;0;NE;D;67;3;27/03/2013;14;2;0;0;1;0;0;0;0;0;0;0;0;No
1010;8356;72;0;NE;K;284;15;04/03/2010;6;6;2;1;3;0;0;0;1;1;0;0;2;No
1011;8361;57;0;SW;O;200;2;20/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
1012;8363;66;0;NE;D;344;17;04/05/2009;14;8;2;3;3;0;0;0;1;0;0;0;1;No
1013;8366;35;0;SW;H;252;4;28/09/2013;8;3;0;0;0;0;0;0;0;0;0;0;0;No
1014;8373;29;0;NE;S;275;4;03/05/2012;16;2;0;0;0;0;0;1;1;0;0;0;2;No
1015;8382;57;0;NE;S;282;1;07/03/2014;2;0;0;0;0;0;0;0;0;0;0;0;0;No
1016;8389;34;0;SE;R;126;7;05/11/2012;2;3;1;0;0;0;0;0;0;0;0;0;0;No
1017;8399;59;0;NE;I;182;2;03/11/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
1018;8404;64;1;NE;K;282;3;04/01/2013;16;2;0;0;0;1;0;0;0;0;0;0;0;Yes
1019;8413;59;0;SE;B;140;2;23/09/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
1020;8418;NA;0;NE;E;366;10;04/09/2009;34;4;1;1;2;0;0;0;2;1;0;0;3;No
1021;8423;33;0;NE;I;103;3;24/03/2012;22;1;0;0;1;0;0;1;0;0;0;0;1;No
1022;8438;16;1;NE;K;344;5;23/07/2012;12;2;0;0;2;0;0;0;0;1;0;0;1;No
1023;8447;48;0;SW;M;282;2;23/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
1024;8465;51;0;SW;P;320;12;12/11/2011;8;3;1;1;3;0;0;1;2;0;0;0;3;Yes
1025;8476;13;0;SE;C;87;2;18/07/2013;8;0;0;0;0;0;0;0;0;0;0;0;0;No
1026;8485;63;0;NE;D;351;6;26/09/2012;8;2;1;0;1;0;0;0;1;0;0;0;1;No
1027;8486;17;0;SW;P;258;1;12/05/2013;12;0;0;0;0;0;0;0;0;0;0;0;0;No
1028;8507;56;0;NE;D;134;3;20/01/2012;26;1;0;2;0;0;0;0;0;0;0;0;0;No
1029;8511;33;0;NE;Q;216;4;15/03/2013;8;2;0;1;0;0;0;0;0;0;0;0;0;No
1030;8524;16;0;NE;J;355;13;21/11/2011;14;5;2;0;4;0;1;1;0;0;0;0;1;No
1031;8528;48;1;NE;E;455;17;04/11/2008;12;6;2;0;3;4;0;0;1;1;0;0;2;No
1032;8540;50;1;SW;G;262;3;01/05/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
1033;8541;66;0;SW;H;153;12;13/07/2010;12;5;0;0;1;1;3;0;1;0;0;0;1;No
1034;8544;33;0;SW;H;246;2;24/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
1035;8546;64;1;NE;Q;249;3;16/03/2013;14;2;0;0;1;0;0;0;0;0;0;0;0;No
1036;8549;51;0;SE;B;322;3;22/07/2012;14;1;1;0;0;0;1;0;0;0;1;0;1;Yes
1037;8551;49;0;NE;Q;177;1;06/09/2013;8;0;0;0;0;0;0;0;0;0;0;0;0;No
1038;8554;60;1;SW;G;257;2;26/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
1039;8556;51;0;NE;F;190;1;27/05/2013;12;0;0;0;0;0;0;0;0;0;0;0;0;No
1040;8568;62;0;SW;O;281;3;12/05/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
1041;8569;62;0;NW;L;323;4;15/07/2011;26;2;1;0;0;0;0;1;0;0;0;0;1;No
1042;8590;22;0;SW;N;100;3;21/07/2012;14;1;1;0;0;0;0;0;0;0;0;0;0;No
1043;8599;14;1;SW;N;322;9;14/07/2011;6;2;1;0;2;0;1;0;2;0;0;0;2;No
1044;8606;75;0;SW;N;169;1;26/05/2013;12;0;0;0;0;0;0;0;0;0;0;0;0;No
1045;8626;49;1;NE;J;287;4;22/05/2012;20;2;0;1;0;0;0;0;1;0;0;0;1;No
1046;8653;21;1;NW;L;372;10;25/01/2011;14;4;2;0;2;0;1;0;1;0;0;0;1;No
1047;8658;62;1;NW;L;384;11;15/03/2010;34;4;3;2;1;0;0;0;1;0;0;0;1;No
1048;8667;17;1;NE;NA;315;9;28/09/2010;14;3;1;0;0;1;2;1;1;0;0;0;2;No
1049;8673;55;0;NE;F;183;14;20/03/2009;12;3;3;2;3;1;0;0;1;0;0;0;1;No
1050;8676;51;0;SW;G;67;3;27/11/2011;30;2;0;0;0;0;0;0;1;0;0;0;1;No
1051;8678;32;0;SE;R;127;2;28/07/2012;16;0;0;0;0;1;0;0;1;0;0;0;1;No
1052;8720;30;1;NE;S;348;6;19/07/2012;6;2;2;0;0;0;1;0;0;0;0;0;0;No
1053;8722;57;0;NE;D;227;12;09/03/2011;26;6;1;1;1;0;0;0;3;0;0;0;3;No
1054;8723;34;0;NE;I;82;5;07/09/2011;32;4;0;0;0;0;0;1;0;0;0;0;1;No
1055;8730;27;0;NE;S;201;4;18/01/2014;2;2;0;0;0;0;0;0;0;0;0;0;0;No
1056;8738;57;0;SW;P;128;3;06/11/2013;2;1;0;0;0;0;0;0;0;0;0;0;0;No
1057;8744;NA;0;NE;E;221;2;06/07/2012;14;0;0;0;1;0;0;1;0;0;0;0;1;No
1058;8774;60;0;SE;A;192;7;14/05/2011;18;3;0;0;3;0;1;0;0;0;0;0;0;No
1059;8784;39;1;SW;N;30;5;01/03/2013;12;3;0;1;0;0;0;0;0;0;0;0;0;No
1060;8818;46;1;SE;R;326;4;08/11/2012;2;0;0;1;0;0;0;0;0;0;0;0;0;No
1061;8843;70;0;SE;R;116;6;25/01/2012;2;0;0;1;1;1;0;1;0;0;0;0;1;No
1062;8900;60;0;NE;F;341;11;27/09/2010;12;4;1;1;2;1;1;0;0;1;0;0;1;No
1063;8901;39;0;SE;R;246;10;06/05/2011;8;3;0;2;0;1;1;0;1;0;1;0;2;No
1064;8903;74;0;SW;M;280;2;08/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
1065;8907;67;0;NE;J;294;2;08/07/2013;6;0;0;0;0;0;0;0;0;0;0;0;0;No
1066;8925;70;0;SW;H;220;2;23/03/2014;2;1;0;0;0;0;0;0;0;0;0;0;0;No
1067;8927;32;0;SW;M;293;5;13/01/2013;12;3;1;0;0;0;0;0;0;0;0;0;0;No
1068;8953;57;1;SE;A;72;2;14/09/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
1069;8955;53;1;NE;J;35;4;11/05/2013;10;2;0;0;0;0;0;0;0;0;0;0;0;No
1070;8956;57;1;SW;NA;82;1;17/09/2013;8;0;0;0;0;0;0;0;0;0;0;0;0;No
1071;8958;49;0;SW;M;305;4;21/01/2013;8;2;0;1;0;0;0;0;0;0;0;0;0;No
1072;8968;59;0;SE;C;300;6;24/05/2012;18;4;1;0;1;0;0;0;0;0;0;0;0;No
1073;8976;51;0;SE;B;324;4;03/11/2012;2;1;0;0;0;0;1;0;0;0;0;0;0;No
1074;8995;53;0;SE;A;238;4;10/11/2013;6;3;0;0;0;0;0;0;0;0;0;0;0;No
1075;9013;56;1;NE;F;104;4;05/01/2013;14;2;0;0;2;0;0;0;0;0;0;0;0;No
1076;9019;52;0;NW;L;364;11;02/03/2010;32;5;1;0;1;0;0;3;1;0;0;0;4;No
1077;9021;NA;1;SE;R;91;4;28/01/2013;16;3;1;0;0;0;0;0;0;0;0;0;0;No
1078;9022;15;1;SE;A;81;3;27/11/2013;6;2;0;0;0;0;0;0;0;0;0;0;0;No
1079;9026;34;0;SE;C;222;1;16/05/2013;12;0;0;0;0;0;0;0;0;0;0;0;0;No
1080;9037;NA;0;SW;P;108;13;21/05/2009;22;6;1;1;0;3;0;1;1;0;0;0;2;No
1081;9055;28;0;SW;M;400;11;17/03/2011;14;4;1;0;0;1;1;1;2;0;0;0;3;No
1082;9068;71;0;SW;N;377;16;11/05/2010;4;5;0;1;4;0;1;1;1;1;1;1;5;No
1083;9085;39;0;SW;O;100;8;19/11/2010;14;3;2;0;2;0;1;0;0;1;1;0;2;No
1084;9088;32;0;SW;H;393;11;22/03/2012;2;4;1;0;0;0;0;2;0;0;0;0;2;No
1085;9103;25;0;SW;H;349;9;06/11/2011;14;4;0;0;2;1;0;0;1;1;0;0;2;No
1086;9132;65;0;SW;G;183;4;05/11/2012;6;1;0;0;0;0;0;1;0;0;0;0;1;Yes
1087;9136;40;0;SW;G;30;4;25/11/2012;10;2;1;0;0;0;0;0;0;0;0;0;0;No
1088;9137;61;1;NE;F;234;5;13/11/2012;12;3;0;0;0;1;0;0;0;0;0;0;0;No
1089;9145;59;0;SW;M;252;1;05/09/2013;8;0;0;0;0;0;0;0;0;0;0;0;0;No
1090;9147;68;0;SW;P;256;3;04/09/2012;16;1;1;0;0;0;0;1;0;0;0;0;1;No
1091;9153;25;0;NE;Q;199;4;18/11/2012;12;2;0;0;0;1;0;0;0;0;0;0;0;No
1092;9155;46;0;NE;E;231;15;05/05/2008;32;5;2;0;5;3;0;0;0;0;0;0;0;No
1093;9162;58;0;NW;L;321;9;17/07/2011;2;2;2;1;1;0;0;2;0;1;0;2;5;No
1094;9172;62;0;SE;R;260;4;11/01/2013;14;2;1;0;1;0;0;0;0;0;0;0;0;No
1095;9182;31;1;SW;M;296;7;16/01/2013;4;3;1;0;0;0;0;0;0;0;0;0;0;No
1096;9203;62;0;NE;J;53;4;16/11/2013;6;3;0;0;0;0;0;0;0;0;0;0;0;No
1097;9208;28;0;SW;N;350;8;24/03/2011;20;3;1;1;1;2;0;0;0;1;0;0;1;No
1098;9212;31;0;SE;A;302;4;14/01/2013;16;3;1;0;0;0;0;0;0;0;0;0;0;No
1099;9219;60;0;NW;L;67;7;26/03/2013;4;3;0;0;1;0;0;0;0;0;0;0;0;No
1100;9229;32;0;SW;M;310;18;27/02/2006;32;6;2;2;2;2;0;0;4;0;0;0;4;No
1101;9230;45;1;SW;G;219;9;20/01/2011;14;4;2;1;1;0;0;0;1;0;0;0;1;No
1102;9234;52;0;SW;M;221;2;11/09/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
1103;9246;26;1;NE;S;64;5;19/01/2013;10;3;0;0;0;0;0;1;0;0;0;0;1;Yes
1104;9254;34;1;NE;F;245;2;19/09/2012;14;0;0;0;0;1;0;0;0;0;0;0;0;No
1105;9256;18;0;SW;M;311;17;01/07/2008;24;5;3;3;3;0;0;1;2;0;0;0;3;No
1106;9260;70;0;SE;R;163;2;24/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
1107;9264;67;1;NE;F;341;8;10/07/2011;14;3;0;2;2;1;0;0;0;1;0;0;1;No
1108;9273;56;0;NE;Q;267;5;07/05/2011;28;3;0;0;1;0;0;1;0;0;0;0;1;No
1109;9283;73;0;SW;M;227;4;12/11/2011;24;2;1;0;1;0;0;0;0;0;0;0;0;No
1110;9296;52;0;NE;Q;275;8;01/01/2012;6;4;0;0;0;2;1;0;0;0;0;0;0;No
1111;9299;36;0;SW;M;192;1;21/09/2013;8;0;0;0;0;0;0;0;0;0;0;0;0;No
1112;9304;59;0;SE;R;317;3;28/11/2013;2;1;0;0;0;0;0;0;0;0;0;0;0;No
1113;9326;54;1;NE;S;227;2;07/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
1114;9357;26;0;NE;D;215;11;10/11/2010;10;3;0;2;1;1;1;1;1;0;0;0;2;No
1115;9363;32;0;NE;D;133;4;23/07/2012;16;1;1;1;0;0;0;0;1;0;0;0;1;No
1116;9370;58;0;SE;R;75;3;03/01/2013;10;1;1;0;0;0;0;0;0;0;0;0;0;No
1117;9380;60;1;SW;H;193;8;07/01/2012;10;2;0;1;1;0;2;1;0;0;0;0;1;No
1118;9400;58;1;SE;B;250;3;11/11/2013;6;2;0;0;0;0;0;0;0;0;0;0;0;No
1119;9414;61;1;SE;A;116;8;12/01/2012;6;3;1;0;0;0;1;0;0;0;0;0;0;Yes
1120;9423;55;0;SW;H;193;8;26/09/2012;8;2;0;1;2;1;0;0;0;0;0;0;0;No
1121;9440;59;1;NE;J;135;2;21/09/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
1122;9461;48;0;SE;R;241;2;14/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
1123;9464;23;1;SW;N;264;16;19/07/2009;10;4;1;1;4;0;0;1;3;2;0;0;6;Yes
1124;9477;57;1;NE;J;258;7;19/01/2013;2;3;1;1;0;0;0;0;0;0;0;0;0;No
1125;9484;NA;1;NE;Q;254;12;02/01/2009;12;3;0;2;1;1;0;2;2;1;0;2;7;Yes
1126;9503;26;0;NE;S;136;10;06/07/2010;14;4;1;1;1;0;0;2;1;1;0;1;5;No
1127;9507;32;0;NE;J;116;3;10/09/2013;4;1;0;0;0;0;0;0;0;0;0;0;0;No
1128;9532;57;1;SW;O;306;4;27/03/2013;14;3;1;0;0;0;0;0;0;0;0;0;0;No
1129;9535;76;0;NE;I;123;5;25/01/2011;32;3;0;1;0;0;1;0;0;0;0;0;0;No
1130;9536;32;1;NW;L;63;2;15/09/2012;20;1;0;0;0;1;0;0;0;0;0;0;0;No
1131;9548;34;0;SW;O;183;5;11/01/2013;12;3;0;1;0;0;0;0;0;0;0;0;0;No
1132;9551;23;0;SW;P;228;12;09/07/2010;16;3;3;2;3;0;0;1;0;1;0;0;2;No
1133;9564;41;1;SW;P;167;6;16/01/2013;12;4;0;0;0;1;0;0;0;0;0;0;0;No
